id;name;surname;gender;date_of_birth;year;hogsmeade_consent;house_id;dormitory_id
8851;Blake;Knowles;F;2008-01-15;6;1;2;73
8852;Sorrel;Wilbourn;F;2008-12-21;6;1;3;109
8853;Ebony;Allitt;F;2011-05-12;3;1;2;69
8854;Nina;McKey;F;2013-05-01;1;0;0;65
8855;Melvin;Shevelen;M;2010-03-05;4;1;2;116
8856;Kierra;Wilkie;F;2012-03-08;2;0;0;3
8857;Rick;Ginger;M;2007-11-12;7;1;3;2
8858;Florence;Hyde-White;F;2007-11-02;7;1;2;93
8859;Charl;Merrington;M;2012-07-20;2;0;2;14
8860;Swaine;Knight;M;2007-03-08;7;1;0;66
8861;Karrie;Rees;F;2009-01-30;5;1;0;39
8862;Erin;McLean;F;2012-08-02;2;0;3;23
8863;Jess;Blakeley;F;2007-03-15;7;1;1;33
8864;Woody;Rogan;M;2007-03-09;7;1;2;72
8865;Bayard;Hastings;M;2010-11-28;4;1;3;106
8866;Riley;Bradley;F;2010-05-18;4;1;0;3
8867;Reba;Pitt;F;2010-06-19;4;1;3;29
8868;Sandy;Broughton;M;2009-01-22;5;1;2;14
8869;Chad;Heathfield;M;2012-09-06;2;0;0;74
8870;Winifred;Hynes;F;2010-12-07;4;1;2;65
8871;Rodger;McKeand;M;2013-09-07;1;0;3;92
8872;Clint;Norrington;M;2008-11-08;6;1;2;28
8873;Myrtle;Yates;F;2009-09-23;5;1;2;71
8874;Bradley;FitzGeorge;M;2012-11-03;2;0;2;92
8875;Dimity;Harvie;F;2008-10-04;6;1;2;53
8876;Walter;Ainscow;M;2013-09-28;1;0;0;50
8877;Sharleen;Lofting;F;2009-05-06;5;1;2;29
8878;Lauryn;Crowe;F;2009-07-27;5;1;1;29
8879;Sebastian;Pye;M;2011-04-16;3;1;1;28
8880;Grace;Glover;F;2010-08-01;4;1;0;1
8881;Greg;Shepherd-Barron;M;2008-09-16;6;1;2;122
8882;Drummond;Stough;M;2009-11-04;5;1;3;100
8883;Shane;Stephens;M;2012-04-09;2;0;0;58
8884;Holbrook;Windeatt;M;2007-07-21;7;0;2;78
8885;Nadine;Adkins;F;2011-11-24;3;1;3;73
8886;Evan;Watters;F;2009-10-22;5;1;3;43
8887;Leslie;Chichester-Clark;M;2009-01-22;5;1;1;64
8888;Ethan;Pickavance;M;2013-08-16;1;0;3;44
8889;Aubrey;Coates;F;2008-08-23;6;1;3;119
8890;Samson;Holderness;M;2012-08-30;2;0;1;66
8891;Shania;Wakefield;F;2013-10-02;1;0;2;91
8892;Bartholomew;Teresi;M;2012-10-07;2;0;3;110
8893;Marvin;Adderley;M;2012-04-24;2;0;0;18
8894;Jacob;Burns;M;2007-02-01;7;1;3;62
8895;Charles;Quinnett;M;2011-11-26;3;1;2;34
8896;Wadsworth;Whipp;M;2012-12-23;2;0;1;110
8897;Cwichelm;Stallworth;M;2010-12-22;4;1;1;12
8898;Sol;Barnes;M;2007-08-26;7;1;2;22
8899;Gloria;Greensmith;F;2009-10-14;5;1;0;7
8900;John;Nance;M;2009-09-25;5;1;1;86
8901;Joyce;Hawke;F;2007-01-15;7;1;2;75
8902;Courtney;Drew;M;2008-04-19;6;1;3;62
8903;Ulysses;Keers;M;2013-11-26;1;0;3;50
8904;Megan;Tuckman;F;2010-05-01;4;1;3;119
8905;Emerald;Dargie;F;2009-04-07;5;1;2;37
8906;Patty;Fruean;F;2012-02-11;2;0;3;111
8907;Rosalind;Roache;F;2012-03-22;2;0;0;113
8908;Chris;Tozer;F;2009-10-14;5;1;1;81
8909;Sapphire;Sammons;F;2013-07-02;1;0;0;57
8910;Mayola;Leighton;F;2010-11-25;4;1;3;117
8911;Caroline;Swan;F;2007-01-30;7;1;1;109
8912;Etty;Salem;F;2011-06-23;3;1;2;51
8913;Megan;Drew;F;2011-11-03;3;1;1;29
8914;April;Harewood;F;2011-11-30;3;1;0;69
8915;Jace;Orr;M;2008-05-23;6;1;3;50
8916;Vivian;Anderson;M;2009-11-08;5;1;2;74
8917;Tabitha;Flower;F;2013-06-12;1;0;2;13
8918;Carina;Kovachevich;F;2007-04-25;7;1;0;103
8919;Arthur;Goodgame;M;2008-06-23;6;1;2;112
8920;Ezekiel;Morris;M;2008-11-01;6;1;2;88
8921;Berenice;Horton;F;2013-01-27;1;0;0;107
8922;Abel;Lusher;M;2012-11-02;2;0;1;58
8923;Sylvester;Kitt;M;2009-03-25;5;1;3;0
8924;Denise;Joyce;F;2009-11-01;5;1;3;49
8925;Margaret;Knox;F;2011-12-02;3;1;2;45
8926;Karyne;Diprose;F;2009-05-22;5;1;1;7
8927;Ashton;Lavers;M;2010-12-27;4;1;3;94
8928;Eileen;Lucy;F;2013-12-09;1;0;1;99
8929;Minnie;Carden;F;2009-10-25;5;1;3;71
8930;Perry;Beacham;F;2010-02-28;4;1;3;35
8931;Lyndsay;Haynes;M;2012-09-11;2;0;3;82
8932;Holbrook;Carvey;M;2013-06-24;1;0;0;98
8933;Heywood;Faulkner;M;2012-07-08;2;0;2;6
8934;Deb;Slaight;F;2012-06-09;2;0;1;55
8935;Derwin;Lapthorne;M;2013-11-30;1;0;2;46
8936;Martina;Jacklin;F;2008-04-01;6;1;1;53
8937;Moe;O'Dea;M;2012-11-09;2;0;1;58
8938;Madelaine;Upchurch;F;2007-03-04;7;1;2;47
8939;Delbert;Eastwood;M;2012-02-06;2;0;1;78
8940;Heath;Dewing;M;2009-12-13;5;1;0;4
8941;Danna;Rackham;F;2011-12-21;3;1;3;35
8942;Earnest;Falconer;M;2011-10-23;3;1;1;32
8943;Jaime;Seedsman;F;2007-08-04;7;1;3;93
8944;Eadgifu;Mayo;F;2008-04-25;6;1;0;101
8945;Antonia;Goring;F;2007-07-03;7;1;0;85
8946;Carina;Jacklin;F;2010-03-06;4;1;1;93
8947;Ray;Mayne;M;2013-07-28;1;0;1;124
8948;Julie;Gotts;F;2012-10-15;2;0;0;71
8949;Hector;Banks;M;2008-02-26;6;1;3;74
8950;Laurens;Dawson;M;2010-05-31;4;1;2;66
8951;Mort;Reddy;M;2012-06-27;2;0;2;100
8952;Newton;Mote;M;2010-03-13;4;1;0;98
8953;Nancy;Stockton;F;2009-08-28;5;1;0;89
8954;Jayda;Aitchison;F;2009-04-26;5;0;3;59
8955;Marshall;Stubbs;M;2013-09-01;1;0;1;90
8956;Charla;Geddes;F;2013-10-18;1;0;3;115
8957;Brandon;Myddelton;M;2012-08-07;2;0;0;112
8958;Milward;Charlton;M;2013-01-07;1;0;0;106
8959;Arnaut;Labriola;M;2012-03-16;2;0;3;60
8960;Sharlene;Primrose;F;2010-10-06;4;1;3;23
8961;Carol;Nealey;F;2012-05-14;2;0;0;1
8962;Ingram;Farrow;M;2012-05-15;2;0;0;84
8963;Marjorie;McMorrow;F;2010-10-20;4;1;2;61
8964;Eustace;Kirk;M;2008-01-18;6;1;1;4
8965;Carlene;Sharpe;F;2009-02-01;5;1;3;99
8966;Carmelita;Byron;F;2013-01-04;1;0;0;115
8967;Averil;Hill;F;2012-08-07;2;0;2;79
8968;Marianne;Arthur;F;2010-07-26;4;1;1;43
8969;Brianna;Fothergill;F;2011-08-05;3;1;1;37
8970;Thomas;Glanton;M;2010-05-05;4;1;3;106
8971;Demi;Barrows;F;2009-11-22;5;1;0;9
8972;Leopold;Assheton;M;2007-09-08;7;1;0;68
8973;Damien;Watt;M;2008-01-15;6;1;0;36
8974;Erika;Lusher;F;2009-09-11;5;1;3;33
8975;Alaina;Duerk;F;2009-05-06;5;0;2;95
8976;Bonnie;Overstreet;F;2011-01-16;3;1;0;31
8977;Charla;Gibbons;F;2007-08-28;7;1;2;91
8978;Sammy;Dyson;M;2012-02-20;2;0;2;96
8979;Pete;Netter;M;2012-01-03;2;0;2;114
8980;Cameron;Duff;M;2008-07-05;6;1;1;92
8981;Carlie;Breckenridge;M;2011-12-30;3;1;1;40
8982;Sutton;Rawding;F;2011-08-13;3;1;0;3
8983;Howard;Bland;M;2009-07-30;5;1;2;4
8984;Wade;Lambson;M;2010-06-03;4;1;2;58
8985;Darlene;Stokes;F;2010-07-29;4;1;1;101
8986;Ellis;Skillern;F;2010-07-04;4;1;0;27
8987;Ebony;Yerburgh;F;2007-06-03;7;1;1;117
8988;Tansy;Kovacic;F;2012-10-18;2;0;1;87
8989;Collin;Wills;M;2010-01-14;4;1;0;8
8990;Buddy;Cheek;M;2013-09-25;1;0;2;90
8991;Rosalyn;Dunne;F;2008-02-26;6;1;1;99
8992;Alexa;Cheatham;F;2007-10-11;7;1;2;59
8993;Pepper;Blondel;F;2007-05-24;7;1;2;5
8994;Charley;Bolton;F;2009-03-05;5;1;1;27
8995;Ike;Calderhead;M;2012-07-01;2;0;0;46
8996;Sunngifu;Nettlefold;F;2010-07-24;4;1;1;21
8997;Ultan;Thwaite;M;2009-10-01;5;1;3;22
8998;Annabeth;McHatton;F;2013-01-25;1;0;2;27
8999;Alex;Stanbury;F;2010-02-07;4;1;0;41
9000;Gale;Linton;F;2012-06-21;2;0;2;101
9001;Brielle;Billingham;F;2007-09-10;7;1;0;3
9002;Katina;Twentyman;F;2013-04-29;1;0;3;119
9003;Belinda;Simons;F;2008-12-13;6;1;1;51
9004;Jayden;Stansby;F;2010-02-26;4;1;0;65
9005;Janet;Wenham;F;2010-01-01;4;1;1;53
9006;Carson;Avey;M;2011-09-22;3;0;0;76
9007;Tallulah;Whyte;F;2012-11-17;2;0;0;1
9008;Leah;Slater;F;2013-06-23;1;0;0;111
9009;Ivor;Butter;M;2008-05-07;6;1;0;4
9010;Dwight;Raffles;M;2011-01-09;3;1;1;64
9011;Clark;Barker;M;2008-02-07;6;1;3;0
9012;Damon;Ellison;M;2013-07-05;1;0;0;16
9013;Marcia;Simmons;F;2010-05-27;4;1;1;5
9014;Evelyn;Gilchrist;F;2011-12-18;3;1;0;99
9015;Arliss;Brunton;M;2007-09-26;7;1;0;38
9016;Quendrida;DeSanto;F;2012-01-10;2;0;2;27
9017;Freddy;Deer;M;2009-03-01;5;1;3;4
9018;Wilmon;Wakeford;M;2008-07-27;6;1;3;124
9019;Rodger;Bettney;M;2009-01-08;5;1;2;18
9020;Mort;Card;M;2013-11-04;1;0;1;14
9021;Brody;Pointon;M;2013-02-19;1;0;3;106
9022;Gerard;Abrams;M;2007-09-25;7;1;1;92
9023;Dana;Hayes;F;2009-10-20;5;1;2;105
9024;Sierra;Seals;F;2011-08-05;3;1;3;39
9025;Roy;Hefley;M;2007-08-02;7;1;0;52
9026;Newt;Pippen;M;2011-07-20;3;1;2;38
9027;Cleve;Ranford;M;2009-11-19;5;1;1;108
9028;Jerome;Neale;M;2008-08-08;6;1;1;66
9029;Victoria;Pilgrim;F;2009-08-26;5;1;3;31
9030;Kaylee;Shorrock;F;2012-07-20;2;0;3;45
9031;Swaine;Rickards;M;2012-04-12;2;0;3;74
9032;Kevin;Bend;M;2010-01-17;4;1;2;126
9033;Hobart;Aspey;M;2013-08-30;1;0;1;120
9034;Gulliver;Heaver;M;2007-11-09;7;1;0;46
9035;Jean;Summerhayes;F;2010-11-18;4;1;3;101
9036;Adel;Timmins;M;2007-02-16;7;1;1;118
9037;Beresford;Adkinson;M;2010-03-07;4;1;3;28
9038;Jesse;Edge;M;2008-12-31;6;1;3;52
9039;Riley;Gilligan;M;2008-06-30;6;1;3;116
9040;Brilliana;Jinkinson;F;2010-06-24;4;1;0;101
9041;Clinton;Cooling;M;2008-02-10;6;1;2;76
9042;Angel;Nathaniel;F;2009-12-17;5;1;2;89
9043;Danny;Lees;M;2011-11-01;3;1;1;50
9044;Rachel;Harmon;F;2009-07-23;5;1;3;63
9045;Angela;Nance;F;2010-08-02;4;1;2;9
9046;Sanford;Stewart;M;2011-03-02;3;1;3;90
9047;Gertrude;Lalor;F;2007-06-08;7;1;3;51
9048;Vivian;Upton;M;2008-08-12;6;1;3;124
9049;Lizzie;Dowd;F;2009-07-03;5;1;1;31
9050;Janee;Cok;F;2009-10-04;5;1;0;17
9051;Arnold;Barnes;M;2008-05-14;6;1;1;34
9052;Petra;Salter;F;2012-02-09;2;0;1;33
9053;Maynard;Porter;M;2009-03-27;5;1;2;54
9054;Earl;Hatfield;M;2012-05-01;2;0;2;122
9055;Dobie;Truss;M;2007-05-31;7;1;2;114
9056;Jordan;Newton;M;2007-08-03;7;1;3;100
9057;Adam;Callachan;M;2008-07-10;6;1;1;108
9058;Ezra;Washington;M;2009-04-08;5;1;1;120
9059;Josie;Gibson;F;2007-02-12;7;1;2;3
9060;Lydia;Podmore;F;2009-05-16;5;1;3;61
9061;Ella;Roe;F;2009-11-15;5;1;3;5
9062;Allen;Nunn;M;2009-12-13;5;1;1;14
9063;Braden;Jowett;M;2010-03-19;4;1;1;108
9064;Daisy;Wolfe;F;2010-03-28;4;1;1;109
9065;Ellis;Bertles;F;2013-02-25;1;0;2;45
9066;Dick;Kovacec;M;2013-04-09;1;0;1;0
9067;Lauren;Corrie;F;2013-03-02;1;0;3;73
9068;June;Wilde;F;2011-09-21;3;1;1;35
9069;Gabriel;Shaw;M;2008-08-30;6;1;3;24
9070;Ted;Whitney;M;2013-08-20;1;0;0;94
9071;McKenna;Hose;F;2013-02-09;1;0;0;49
9072;Armistead;Chappell;M;2008-12-02;6;1;1;48
9073;Joanne;Hembree;F;2010-09-13;4;1;3;69
9074;Frederick;Busfield;M;2007-04-28;7;1;3;106
9075;Kendrick;Yellow Robe;M;2010-04-25;4;1;3;70
9076;Hilda;Cousins;F;2013-03-04;1;0;2;61
9077;Zabdiel;Atherton;M;2010-05-09;4;1;1;114
9078;Josie;Fawcett;F;2013-07-30;1;0;3;43
9079;Lara;Murdoch;F;2013-10-19;1;0;2;99
9080;Genevieve;Joynes;F;2012-04-08;2;0;3;99
9081;Sienna;Bury;F;2011-03-14;3;1;3;1
9082;Jeannie;Taylor;F;2007-04-07;7;1;2;23
9083;Rosamund;Gotts;F;2013-04-20;1;0;2;67
9084;Wendy;Rathbone;F;2007-12-17;7;1;0;57
9085;Mario;Rolt;M;2008-05-21;6;0;2;66
9086;Leah;Hewson;F;2007-07-17;7;1;1;95
9087;Jermaine;Sutherland;M;2010-09-29;4;1;0;100
9088;Percy;Stanfield;M;2011-04-17;3;1;3;50
9089;Sloane;Hiett;M;2012-09-25;2;0;1;110
9090;Autumn;Weston;F;2007-08-09;7;1;3;85
9091;Billy;Banks;M;2007-06-02;7;1;1;114
9092;Karlie;Wall;F;2012-09-15;2;0;0;73
9093;Jeffrey;Hurt;M;2013-08-25;1;0;0;118
9094;Gale;Barrows;F;2013-11-05;1;0;0;71
9095;Alex;Dilley;F;2009-04-27;5;1;1;55
9096;Velma;Whetten;F;2008-05-30;6;1;2;125
9097;Eva;Morrow;F;2013-12-11;1;0;0;49
9098;Jayne;Haycocks;F;2010-04-09;4;1;1;91
9099;Ebony;Weir;F;2010-09-17;4;1;2;13
9100;Betty;Darell;F;2012-04-10;2;0;0;47
9101;Maurice;Qualls;M;2011-03-06;3;1;1;90
9102;Allen;Hoskins;M;2007-03-23;7;1;2;34
9103;Nia;Humphrey;F;2013-02-19;1;0;2;51
9104;Daniel;Heatherly;M;2009-02-16;5;1;3;40
9105;Shahaf;Kirby;M;2011-10-07;3;1;0;74
9106;Chandler;Forbes;M;2010-07-12;4;1;1;112
9107;Earl;Wheaton;M;2013-09-25;1;0;1;104
9108;Lacey;Healey;F;2012-01-04;2;0;1;123
9109;Jaden;Broughton;M;2007-04-29;7;1;0;78
9110;Trevor;Graham;M;2011-10-10;3;1;1;112
9111;Pierse;Nunn;M;2012-02-29;2;0;2;86
9112;Narcissa;Skeete;F;2012-01-24;2;0;0;117
9113;Imogen;Passmore;F;2010-04-08;4;1;0;73
9114;Delaney;Fearon;M;2009-01-01;5;1;2;48
9115;Mercedes;Gordon-Cumming;F;2007-10-20;7;1;2;67
9116;Francie;Dickson;F;2013-08-05;1;0;3;55
9117;Arliss;Foat;M;2013-04-02;1;0;1;98
9118;Eden;Savage;F;2007-03-24;7;1;3;57
9119;Jake;Vincent;M;2009-09-19;5;0;3;34
9120;June;Brinkley;F;2008-10-25;6;1;3;101
9121;Ealdgyth;Meredith;F;2011-01-31;3;1;1;97
9122;Elvis;Child;M;2007-03-23;7;1;3;92
9123;Basil;Kovacec;M;2007-01-14;7;0;0;110
9124;Fabian;MacGorman;M;2007-09-15;7;1;0;96
9125;Chazz;Crittenden;M;2011-11-24;3;1;0;30
9126;Bertram;Shevelen;M;2008-12-26;6;1;3;70
9127;Francis;Rowley;M;2012-04-29;2;0;1;50
9128;Jethro;Blackman;M;2007-02-22;7;1;2;0
9129;Dwight;Gebo;M;2011-05-22;3;1;0;48
9130;Vilma;Wales;F;2011-04-30;3;1;0;101
9131;Sid;Heaney;F;2007-12-08;7;1;0;11
9132;Vilma;Collison;F;2009-03-13;5;1;2;39
9133;Lisa;James;F;2013-11-13;1;0;1;9
9134;Michele;Lister;F;2007-04-30;7;1;1;61
9135;Samantha;Wadlow;F;2011-12-20;3;1;0;27
9136;Maude;Minter;F;2008-01-11;6;1;3;23
9137;Laurens;Pattison;M;2009-04-13;5;1;1;80
9138;Neil;Rudner;M;2011-02-25;3;1;1;92
9139;Mark;Richard;M;2012-10-01;2;0;1;70
9140;Gloria;Groover;F;2007-10-01;7;1;3;27
9141;Bob;Haley;M;2011-08-06;3;1;1;6
9142;Vera;Small;F;2012-03-14;2;0;2;39
9143;Kate;Pettitt;F;2012-05-25;2;0;0;47
9144;Conor;Reckord;M;2007-05-31;7;1;2;62
9145;Kristin;Pontifex;F;2007-07-10;7;1;0;117
9146;Jordy;Parks;M;2012-09-24;2;0;3;70
9147;Eudora;Spencer-Nairn;F;2008-10-23;6;0;3;61
9148;Alexandria;Brewill;F;2011-04-02;3;1;2;5
9149;Terence;Taunt;M;2008-09-29;6;1;3;92
9150;Mandy;Harvie;F;2012-04-21;2;0;1;91
9151;Jana;Kidd;F;2012-01-06;2;0;3;55
9152;Ashley;Wilkins;M;2007-09-04;7;1;2;48
9153;Laurence;Higham;M;2013-09-10;1;0;3;12
9154;Elijah;Thornton;M;2010-07-06;4;1;3;124
9155;Dominic;Read;M;2010-10-03;4;1;0;56
9156;Ronnie;Warne;F;2010-02-04;4;1;3;81
9157;Persis;Saywell;F;2007-12-01;7;1;1;99
9158;Alyson;Minhinnick;F;2008-08-08;6;1;0;17
9159;McKenna;Basham;F;2008-05-29;6;0;3;31
9160;Cecilia;Short;F;2012-07-03;2;0;2;7
9161;Elon;Jeffress;M;2010-11-27;4;1;0;44
9162;Tim;Bartram;M;2008-02-18;6;1;1;124
9163;Gina;Fulcher;F;2012-08-19;2;0;1;45
9164;Sid;Washburn;M;2011-01-07;3;1;0;86
9165;Erin;McPherson;F;2009-12-27;5;1;0;43
9166;Damon;Swales;M;2009-09-12;5;1;3;82
9167;Storm;Groome;F;2010-05-10;4;1;0;41
9168;Malcolm;Armistead;M;2010-11-26;4;1;3;74
9169;Paul;Stembridge;M;2008-11-15;6;1;0;28
9170;Teddy;Chesney;M;2011-12-23;3;1;2;38
9171;Shawna;Wrobleski;F;2009-11-16;5;1;2;35
9172;Caden;Georgeson;M;2011-09-29;3;0;2;82
9173;Jordan;Cokley;F;2008-09-19;6;1;1;87
9174;Liza;Bonniwell;F;2012-01-12;2;0;2;53
9175;Robert;Bozhich;M;2013-12-11;1;0;1;82
9176;Josiah;Church;M;2011-05-20;3;1;1;16
9177;Kristen;Heston;F;2008-04-19;6;1;3;121
9178;Carlene;Shipway;F;2013-04-25;1;0;1;5
9179;Valmai;Sharman;F;2012-06-06;2;0;2;27
9180;Jemima;Yarborough;F;2012-05-05;2;0;1;53
9181;Henry;Labriola;M;2012-02-04;2;0;1;98
9182;Georgie;Barnbrook;F;2010-05-03;4;1;1;71
9183;Bella;Malghum;F;2007-10-19;7;1;3;9
9184;Gregory;Beasley;M;2013-03-06;1;0;1;42
9185;Carson;Sims;M;2008-10-07;6;1;0;42
9186;Magnolia;Gillick;F;2012-05-29;2;0;2;27
9187;Olive;Stockwell;F;2010-12-13;4;1;3;95
9188;Penny;Starkey;F;2010-07-17;4;0;1;21
9189;Jason;Hope-Johnstone;M;2011-09-06;3;1;0;14
9190;Cyril;De Banzie;M;2013-07-27;1;0;3;14
9191;Angus;Lever;M;2007-07-31;7;1;0;16
9192;Frankie;Squires;M;2011-10-13;3;1;3;24
9193;Nancy;Spratt;F;2010-05-31;4;1;1;5
9194;Jeannie;Latymer;F;2011-09-25;3;1;3;73
9195;Timothy;Wilkins;M;2012-03-25;2;0;2;26
9196;Vilma;Dale;F;2009-08-21;5;1;1;43
9197;Elektra;Preece;F;2009-06-03;5;1;2;65
9198;Roy;Anstey;M;2010-08-07;4;1;3;106
9199;Woodrow;Shepherd;M;2007-03-01;7;1;0;42
9200;Heather;Arnold;F;2009-03-03;5;1;1;15
9201;Millicent;Salem;F;2008-09-09;6;1;3;115
9202;Dawn;Hathaway;F;2012-11-03;2;0;1;23
9203;Wyatt;Hardy;M;2010-12-01;4;1;1;8
9204;Jayson;Summitt;M;2010-10-01;4;1;1;4
9205;Nate;Wicks;M;2012-12-05;2;0;3;70
9206;Mallory;Leslie;F;2007-05-26;7;1;2;43
9207;Sydney;Armstrong;F;2008-01-04;6;1;2;115
9208;Coloman;Brocklebank;M;2013-09-28;1;0;0;72
9209;Greyson;Pride;M;2013-08-11;1;0;3;84
9210;Leanne;Bibbs;F;2013-06-30;1;0;3;29
9211;Dom;Smyth;M;2010-03-25;4;1;1;22
9212;Bill;Fisk;M;2011-10-20;3;1;0;78
9213;Angel;Rencher;F;2010-02-16;4;1;0;65
9214;Vincent;Mefford;M;2008-05-13;6;1;3;92
9215;Juno;Lambertson;M;2009-05-07;5;1;3;28
9216;Lettice;Harman;F;2010-04-05;4;0;0;51
9217;Dwayne;Brower;M;2010-09-26;4;1;1;0
9218;Russell;Hay;M;2010-04-02;4;1;0;36
9219;Micah;Hattersley;M;2011-06-04;3;1;0;124
9220;Fletcher;Bargeron;M;2012-11-28;2;0;3;12
9221;Lanna;Scudamore-Stanhope;F;2007-11-13;7;1;1;35
9222;Bella;Ackley;F;2010-02-11;4;1;1;73
9223;Jonas;Buck;M;2010-12-07;4;1;0;14
9224;Clare;Habington;F;2011-01-26;3;1;0;77
9225;Zak;Boothe;M;2008-10-21;6;1;1;70
9226;Joel;Birch;M;2010-09-19;4;1;2;122
9227;Jordy;Constable;M;2008-09-07;6;1;2;68
9228;Antony;Henry;M;2011-06-29;3;0;1;44
9229;Dave;Simmers;M;2011-05-28;3;0;2;20
9230;Grover;Ritchie;M;2009-07-13;5;1;2;86
9231;Harriet;Douglas;F;2009-05-07;5;1;3;41
9232;Leonard;MacTavish;M;2012-04-30;2;0;3;120
9233;Niall;Hopkins;M;2013-05-21;1;0;0;8
9234;Katrina;Dan;F;2009-06-21;5;1;2;15
9235;Kyan;Rettenmund;M;2012-03-26;2;0;0;18
9236;Graham;Kovachich;M;2010-01-15;4;1;2;64
9237;Doug;Hadfield;M;2007-04-27;7;1;2;12
9238;Regina;Allpress;F;2013-12-12;1;0;1;65
9239;Kendrick;Digby;M;2008-02-23;6;1;2;106
9240;Kristi;Tibbets;F;2010-03-10;4;1;0;45
9241;Rosaleen;Hughes;F;2010-01-12;4;1;1;83
9242;Tyler;Dawsey;M;2010-03-02;4;1;1;62
9243;Petunia;Downs;F;2012-02-07;2;0;0;71
9244;Lincoln;Brayton;M;2009-04-09;5;1;1;84
9245;Justin;Hunt;M;2012-12-12;2;0;0;46
9246;Arnold;Plimpton;M;2010-03-26;4;1;3;52
9247;Eden;Bratt;M;2008-01-22;6;1;1;4
9248;Crystal;Bain;F;2013-02-05;1;0;2;1
9249;Minnie;Chisenhall;F;2009-07-01;5;1;1;35
9250;Glen;Masters;M;2013-02-20;1;0;0;8
9251;Joanna;Whitney;F;2013-02-21;1;0;1;15
9252;Miley;Kinglake;F;2010-01-29;4;1;0;95
9253;Butch;Bailin;M;2008-11-02;6;1;2;108
9254;Muriel;Washburn;F;2008-11-05;6;1;0;63
9255;Hobart;Blight;M;2010-10-27;4;1;2;48
9256;Eden;Toulson;M;2012-01-11;2;0;2;54
9257;Darell;Reader;M;2009-03-16;5;0;2;56
9258;Margo;Goodson;F;2012-07-12;2;0;0;69
9259;Philippa;Bracey;F;2013-12-28;1;0;2;117
9260;Gertrude;Yarranton;F;2007-06-07;7;0;0;115
9261;Chadwick;Baker;M;2008-09-27;6;1;2;98
9262;Kim;Windley;F;2011-05-30;3;1;0;29
9263;Lori;Buckler;F;2013-10-01;1;0;0;19
9264;Jessica;Walker;F;2007-10-31;7;1;2;43
9265;Roberta;Scott;F;2011-08-25;3;1;0;71
9266;Kim;Glynn;F;2011-12-31;3;1;1;65
9267;Norm;Fiddes;M;2012-04-10;2;0;1;8
9268;Imogen;Critchell;F;2010-01-03;4;1;0;15
9269;Taylor;Blake;M;2012-07-24;2;0;2;10
9270;Melville;Comerford;M;2009-12-19;5;1;2;48
9271;Shahaf;Paddock;M;2008-12-17;6;1;2;114
9272;Chester;Hardman;M;2013-06-27;1;0;3;2
9273;Rhiannon;Richardson;F;2008-05-05;6;1;2;87
9274;Elliot;Faithfull;M;2009-03-20;5;1;3;84
9275;Karrie;Thubron;F;2010-02-03;4;1;2;93
9276;Gertie;Woodcock;F;2009-11-14;5;1;3;119
9277;Jonni;Hyde-White;M;2012-02-12;2;0;2;62
9278;Adriana;Curry;F;2013-11-05;1;0;0;15
9279;Tonja;Lockwood;F;2012-02-08;2;0;0;45
9280;Stella;Genge;F;2013-10-27;1;0;0;23
9281;Willy;Sutton;M;2010-06-24;4;1;2;24
9282;Arabella;Childs;F;2008-07-02;6;1;2;5
9283;Jason;Copestake;M;2007-10-18;7;1;0;80
9284;Kyra;Beamont;F;2013-06-01;1;0;0;91
9285;Yvonne;Chambers;F;2008-10-24;6;1;1;19
9286;Myron;Covey-Crump;M;2010-09-14;4;1;0;38
9287;Casey;Brannick;M;2011-02-14;3;1;1;82
9288;Ebony;Blythman;F;2010-09-13;4;1;3;83
9289;Rosamund;Rakestraw;F;2012-04-24;2;0;2;21
9290;Kierra;Ashpitel;F;2012-02-14;2;0;0;19
9291;Diane;Strudwick;F;2013-06-17;1;0;3;23
9292;Kristi;Thornhill;F;2013-05-03;1;0;3;43
9293;Cora;Abney;F;2013-05-13;1;0;2;89
9294;Naila;Speakes;F;2010-03-19;4;1;3;93
9295;Joseph;Crockett;M;2009-01-29;5;1;2;46
9296;Jan;Brice;M;2009-03-21;5;1;1;50
9297;Marianne;Ineson;F;2011-04-27;3;1;3;45
9298;Hannibal;Starkey;M;2009-06-06;5;1;1;14
9299;Velvet;Howes;F;2009-05-04;5;1;2;81
9300;Brynlee;Becks;F;2007-09-10;7;1;3;71
9301;Addison;Burrage;F;2011-06-18;3;1;3;71
9302;Bryony;Windley;F;2012-10-14;2;0;3;93
9303;Troy;Fillingham;M;2007-07-26;7;1;0;22
9304;Lysette;Hurt;F;2009-01-19;5;1;3;115
9305;Avis;Kitts;F;2013-08-03;1;0;2;11
9306;Gage;Mossey;F;2009-01-19;5;1;2;13
9307;Winnie;Lillard;M;2013-10-28;1;0;0;26
9308;Dickon;Herring;M;2012-03-03;2;0;3;120
9309;Moira;Talfourd;F;2013-10-07;1;0;1;33
9310;Arnaut;Bence;M;2010-07-14;4;1;3;72
9311;Roland;Banner;M;2010-12-31;4;1;1;84
9312;Lee;Gower;F;2009-08-14;5;1;3;39
9313;Claribel;Chippendale;F;2007-01-14;7;1;2;15
9314;Storm;Lolley;F;2013-03-18;1;0;0;87
9315;Isaiah;Ponting;M;2008-01-27;6;1;0;98
9316;Cecil;Ace;M;2009-03-17;5;1;0;98
9317;Kitty;Dawber;F;2011-11-12;3;0;0;39
